textID,text,selected_text,sentiment
1b3a21e77f,But I do tweet about you,But I do tweet about you,neutral
dd9d766857,Sick at home and so bored  I want to get better already so I can enjoy being a college grad!,Sick,negative
52ce8dd1ee," Philippines tour, please? Please? Please?","Philippines tour, please? Please? Please?",neutral
16e8dd810a,symphonic I,symphonic I,neutral
14887799a0, ahh! Yay!  so you`re gonna get it?,Yay!,positive
5da260ac5f,"Too much food at today`s company gill out, want to go home and lay in the sun. Instead here until dark, probably","Too much food at today`s company gill out, want to go home and lay in the sun. Instead here until dark, probably",neutral
9b95aa128e, awww! i didnt see this till now and edwin just left! i knew you wanted some! forsure tomorrow i`ll make u a new batch!,awww! i didnt see this till now and edwin just left! i knew you wanted some! forsure tomorrow i`ll make u a new batch!,neutral
b7e6d162e8,kinda has a headache...,headache..,negative
b82c25fa5e, awe...Thank you Jon!,awe...Thank you Jon!,positive
002210304b, I`d Love to work with you! http://myspace.com/inikco  Tell ur friends to follow me!,I`d Love,positive
9c115b6fac,"todays line up: more work on OS bluetooth app, a brief stint with Uniservity and if I get time some CS4 tutorials... busy bank holiday","todays line up: more work on OS bluetooth app, a brief stint with Uniservity and if I get time some CS4 tutorials... busy bank holiday",neutral
7dc906d5a1,"Omg, watching Hollie Steel`s crying is so so painful  #bgt",painful,negative
a9a5a87e15,Made coffee cake for her mom,Made coffee cake for her mom,neutral
5591081c25, That sucks about your prints. Sorry,That sucks about your prints. Sorry,negative
228bb131e5,"Its so sunny outside, and I have no one to go out and play with","Its so sunny outside, and I have no one to go out and play with",neutral
ebceac553d,Achieving a new appreciation on how a xml build script can really be painful and cumbersome,Achieving a new appreciation on how a xml build script can really be painful and cumbersome,neutral
e4eb2f9f2d,Finished up cleaning my desk at least. . . office is looking empty. . .almost time to be in the car for 1 1/2!  #fb,Finished up cleaning my desk at least. . . office is looking empty. . .almost time to be in the car for 1 1/2!  #fb,neutral
fbf5fbf656,Weather sucks!!... It`s raining again!!,Weather sucks!!...,negative
d9dcae5eed,work soonnnnnn  it`s looking rly dead today...,work soonnnnnn  it`s looking rly dead today...,negative
458f9dd8bb,Today is my first Mothers Day with my little boy. Hope you`re having a beautiful Mothers Day too,Today is my first Mothers Day with my little boy. Hope you`re having a beautiful Mothers Day too,positive
7c07e5d4a3, DUDE.  You`re a hax0r!!!1!  You should put Final Cut Pro on there and tell me how stable it is,DUDE.  You`re a hax0r!!!1!  You should put Final Cut Pro on there and tell me how stable it is,neutral
09256ab5f3, i know my mom is going up there monday with me to get it changed. i`m so upset,so upset,negative
917d998d63,Happy morning Sunshine  It`s May 4! I`m driving with the windows down and singing and smiling and not wearing shoes because i`m Kirsten!,Happy morning Sunshine,positive
e4360d50fd,The Vogue model Miss Rachel is out  Merh ...,The Vogue model Miss Rachel is out  Merh ...,neutral
17c731a552,"Gotta sleep, and then off to work","Gotta sleep, and then off to work",neutral
d302cf5d8f,trent reznor - liddle beotch doesnt get his way. this could be the title,trent reznor - liddle beotch doesnt get his way. this could be the title,neutral
4e15d840bf, Wow! Some person u are!,Wow!,positive
524db2ce6b,I miss my peanut gallery,miss,negative
5f53bc5231,Watching aliens with my boobie at craig rise house 11 early bedtime for the grown ups,Watching aliens with my boobie at craig rise house 11 early bedtime for the grown ups,neutral
d8467800ee, I clicked on the Check out pictures of Angelina and it went to a spam site about ordering checks .. go figure,I clicked on the Check out pictures of Angelina and it went to a spam site about ordering checks .. go figure,neutral
fc76b2e016,"  Blake Sea should have been a water sandbox (a la Cordova), but we can`t rez objects and autoreturn is 5 mins","Blake Sea should have been a water sandbox (a la Cordova), but we can`t rez objects and autoreturn is 5 mins",neutral
fa5f151155,emily is over tonight XD work experience is over. Jen I`m  going to miss seeing you like everyday,I`m  going to miss seeing you like everyday,negative
59baf4230b,I feel slightly sick now  #BGT,sick no,negative
9ca53f2fb2,"Okay, the man with the hook for a hand is kinda freaking me out right now.",is kinda freaking me out ri,negative
f5d11320aa," I miss you too, Mojokins! I go there, but not long enough to comment  Will do more this weekend!","I miss you too,",negative
42d2be05e0,Lebron maybe the MVP this year ... but I like the Lakers to win the NBA Title,Lebron maybe the MVP this year ... but I like the Lakers to win the NBA Title,positive
3ddea5d46c," Can`t really do anything about that, now can I?","Can`t really do anything about that, now can I?",neutral
13cb60cfc5," Sigh. It is a sad, lonely profession.","It is a sad, lonely profession.",negative
42fd06c66b, congrats! You`re the first person i`ve heard/read say that today,congrats!,positive
a948d1231e, Cherry Italian Ice is my fave. I want to get the local Ritas on Twitter so they`ll send out the daily flavors.,Cherry Italian Ice is my fave.,positive
53f12f16ca, very cute kitty,very cute kitty,positive
5226cea4ee,Heyya guys! does anyone know how to give formulas to create a sudoku? Please help,Heyya guys! does anyone know how to give formulas to create a sudoku? Please help,neutral
4f45d9a670," It`s pretty good, actually! A few lame episodes, but otherwise good. Give it a try!","It`s pretty good, actually! A few lame episodes, but otherwise good. Give it a try!",neutral
09cac4f4cb,watchin family guy,watchin family guy,neutral
d16a599d1d, oh no fair.... thats in 9 hours,no fair.,negative
302180e45c," anytime love..you looked beautiful! Next time your in nyc, hopefully we can link up! Enjoy your evening",beautiful!,positive
7a50920dd7,just made a cake for mi madre  i`m goooooddd!,i`m goooooddd!,positive
34348ceafd, I am!  going on a hike today!,I am!  going on a hike today!,neutral
8649a6c62c,"  Can we turn back time, make it so you didn`t hurt your knee so bad.. :`( and then you can come to mine and never be ignored??","Can we turn back time, make it so you didn`t hurt your knee so bad.. :`( and then you can come to mine and never be ignored??",neutral
c962059cfb,I should go shower but FFAF is **** distraaaaacting,**** distraaaaacting,negative
a6e423e6ea,im cleaning listening to fiona apple then off to a birthday party!!!!!! i cant believe that im 25 already,im cleaning listening to fiona apple then off to a birthday party!!!!!! i cant believe that im 25 already,neutral
6ce07361fa,AH! so nice to be back on bike commute although three days off and my (what google sez are called) my quadriceps literally screaming. gah,AH! so nice to be back on bike commute although three days off and my (what google sez are called) my quadriceps literally screaming. gah,neutral
b494ffe4b4,Mother`s Day has been good for me,has been good fo,positive
854337eee0,"i want my WOOSOO like now plz  i gant wait, knowing she`s so close is driveing me NUTTS","i want my WOOSOO like now plz  i gant wait, knowing she`s so close is driveing me NUTTS",neutral
f6935311d2, aww noooo that doesn`t sound too great,that doesn`t sound too great,negative
9b24d6614d,Early morning R&B.  ? http://blip.fm/~5jimj,Early morning R&B.,neutral
7f927df185," I did do that one Twitter while driving, although the iPhone keypad sucks for driving and typing",iPhone keypad sucks,negative
14cdd8f66e,  She doesn`t need a darn (watching my language) thing but that never stops her  &   I mapped u. U live in the boonies :-o,She doesn`t need a darn (watching my language) thing but that never stops her  &   I mapped u. U live in the boonies,neutral
b165ea39a7,missing him so much. why does he have to work  can`t he just spend time with me and get paid for that lol,missing him so much. why does he have to work  can`t he just spend time with me and get paid for that lol,neutral
f3136871a2, lol... not gross at all  they`re gross?,lol... not gross at all  they`re gross?,neutral
d3d3539720," Sorry blokey, 6 hrs later & i`m still holding ur fluffy towel. had to dash. Hope u found other means to dry ur self","Sorry blokey, 6 hrs later & i`m still holding ur fluffy towel. had to dash. Hope u found other means to dry ur self",neutral
778f083ae9,Feeling pretty good this morning! Lets hope it lasts through the day,Feeling pretty good,positive
cca0715acc, is on the radio,is on the radio,neutral
930b5a21be,Tummy hurts,Tummy hurts,negative
e97f80bffd,Back from London  Now just catching up on all the tv and sleeping all day!,Back from London  Now just catching up on all the tv and sleeping all day!,neutral
26862f97c8,"Makes sense that greatfirewallofchina.org, a site to test whether a site is blocked in China, is blocked in China. Get that?  Any others?","Makes sense that greatfirewallofchina.org, a site to test whether a site is blocked in China, is blocked in China. Get that?  Any others?",neutral
bbb1c5e696,follow friday: following more people then followers  follow me? woot #followfriday,follow friday: following more people then followers  follow me? woot #followfriday,neutral
0af5a36600," Thats not helpful. At least know you`ve got a place secured already if things don`t pan out, but my fingers are crossed you","Thats not helpful. At least know you`ve got a place secured already if things don`t pan out, but my fingers are crossed you",neutral
3ff8124f70,  and what did i do to u kk thanks,k thanks,positive
7a18d9d260, aww that`s cute,aww that`s cute,positive
d1da906d59," Hi, I teach some Chinese lessons on youtube... Feel free to have a look  www.youtube.com/ChineseLearn","Hi, I teach some Chinese lessons on youtube... Feel free to have a look",neutral
b74cad9154,Recording an acoustic track! For you sexy kids!,Recording an acoustic track! For you sexy kids!,neutral
ab56747ae1, I have to pee.,I have to pee.,neutral
a4596fe6f9," wow 41,000 now....your really kickin` Carey`s butt with this competition! See you both very soon!",.your really kickin` Carey`s butt with this competition!,positive
d44a6cf5cd," oh dear, hope you are feeling better soon, get some nice hot chicken soup down you.","oh dear, hope you are feeling better soon, get some nice hot chicken soup down you.",positive
38b714ce6c, I know - but there are loads of others left,I know - but there are loads of others left,neutral
800ecf6a37, Morning,Morning,neutral
0668f190b8,"twitters from her seat in the exam hall! it starts in 15mins. pray for seat 299 in MPSH1-A to be blessed, oh and for wisdom to flow.  whee","to be blessed, oh and for wisdom",positive
a8d6a63a9a,Gorgeous day! Off to Hash around Waterley Bottom - wonderful name for a village! Quiz Mistressing at the Porto this evening,wonderful name,positive
0a3db03798,Another Lake Park kid is going to Tulane. I`m not unique anymore,Another Lake Park kid is going to Tulane. I`m not unique anymore,negative
300ee64c61," Welcome to Glasgow Felix, sorry I cant be there tonight",", sorry I cant be there tonight",negative
3050f6f5e0, thats what i was thinking but the only time it`s gonna be on is 1 am!,thats what i was thinking but the only time it`s gonna be on is 1 am!,neutral
eb3955b78a,anywho im having an early night good night twitter world.,anywho im having an early night good night twitter world.,neutral
a4107cd765," Im not getting any treatments, we are just gonna hang out at the pool and the hot tubs.","Im not getting any treatments,",negative
de996fc663, Since you travel quite often and use online travel sites we would love some feedback on iXiGO.com from you,love,positive
b348304015,"Good stuff, Smiles back? Why won`t you go to his concert too? :o. Wish I could instead of working on my music which is failing  lol x",Good,positive
979d46a2d4, again your fault  i didnt make u leave,again your fault  i didnt make u leave,negative
fe44699ab1, Happy Birthday!  sorry for the blank one my sister messed me up.,sorry,negative
a31a621c21,Appreciation lunch at work. Good food! But sucks being here on my day off lol,Appreciation lunch at work. Good food! But sucks being here on my day off lol,neutral
d71ce50ae9,TGIF Resto here at home is dayuummm expensive!,expensive!,negative
fda48cc860,I seriously want a pug  Buy me one?,I seriously want a pug  Buy me one?,neutral
ebf3cd9c1e,Just finished reading Chuck Palahniuk`s 'Pygmy' and kind of hated it. I`m really disappointed; I had pretty high hopes for this one.,I`m really disappointed; I had pretty high hopes for this one.,negative
b6e65f1dd0,"Played ball at the park, coached a youngster on fundamentals.. Goin home to steak and lobster.. Word up","Played ball at the park, coached a youngster on fundamentals.. Goin home to steak and lobster.. Word up",neutral
dfc912ef18,"googled mothers day, PHEW, US & UK have different dates! Learn something new every day","googled mothers day, PHEW, US & UK have different dates! Learn something new every day",neutral
13d0be3942,Must be time of month: Watering eyes AGAIN!: http://tinyurl.com/cuwj2b (speciaal voor : zo vind ik ze wï¿½l leuk!  ),st be time of month: Watering eyes AGAIN!:,neutral
2739530c9b,_x butbutbuttt he replied to you loads,he replied to you loads,neutral
467593cbb0,"riding daddy`s bike (yes a man`s bike, very convenient! NOT) in the dark without glasses on. i was scared  but i survived HAHA",scared,negative
527877de07,VERY upset....  Mom is in the hospital,upset..,negative
fa9b70a1f3, Because of the new #Kirk. That`s why. Because of the new #Kirk.,Because of the new #Kirk. That`s why. Because of the new #Kirk.,neutral
2729e1f320,"I miss my Nipissing pitas  Good thing we`ve got a Euphoria in Barrie, `cause I would never survive summer without my pitas AND smoothies!!",Good thing,positive
354f35b0ba, Heyyyyy us English fans want some signings too,Heyyyyy us English fans want some signings too,neutral
f530f15848,I love all my friends      and drew were fun tonight,I love all my friends      and drew were fun toni,positive
9fccd68eb2,_J think so.. although think i am being ignored! not a good day,i am being ignored! not a good day,negative
b092dea94f, That is annoying. What gear is it? I`ll take it off your hands,That is annoying. What gear is it? I`ll take it off your hands,negative
13d1cd323a,my back hurts  have a heating pad on it... stupid ladder y did you have to collapse and make me fall on my back/bum???,stupid ladder y did you have to collapse and make me fall on my back/bum???,negative
d4adbe3b5a," You`re the third person to ask me out on Mon afternoon ;) I`m so sorry, but I`m helping tutor my friend for C1/C2  ****","You`re the third person to ask me out on Mon afternoon ;) I`m so sorry, but I`m helping tutor my friend for C1/C2  ****",neutral
25b02894b2,im going to bed  nighttt nighttt xxo ily`s,im going to bed  nighttt nighttt xxo ily`s,neutral
983dfecd25,gonna do laundry....never did laundry @ a hotel before.....I miss you R.....even though you ignore me and don even check on me....,I miss you R.....,negative
c0ce3aaf89,Ewww just printed my new I.d badge thingie 4 work n eww my picture. I took so many n they were all ugly,they were all ugly,negative
504cbed5f4,bye for now people .,bye for now people .,neutral
086ea05de7, thanks for the ok ...hope we can tweet more down the road,.hope,positive
da3d86d018,_a_michael CUTE  thanks for sharing! AND PLEASE Direct Message ME before you go to bed James ;) ;) you know you want to!,thanks,positive
6f7045152e,"just saw ghosts of girlfriends past with my bf, that movie was so predictable but so funny! i loved it","just saw ghosts of girlfriends past with my bf, that movie was so predictable but so funny! i loved it",positive
4e5ef2faa8, We Agree!! You guy rock,y rock,positive
ca8f9abdbd," thanks  and ill cross my fingers for you, that the rain will stop","thanks  and ill cross my fingers for you, that the rain will stop",positive
5c430e5850,Awake at 4am..  can`t sleep,can`t sleep,negative
75461b480a,stocked for tonight,stocked for tonight,neutral
ef9483e22e,good morning,good morning,positive
8fb818e875,anyone else having a problem accessing their account info on the istore?  i cant buy music and cant look at my account,problem,negative
93756375f7,frame damage... car could be totalled,damage..,negative
e1f68137b1,shopping in Keswick,shopping in Keswick,neutral
21e1d2e745,where did the rain go??,where did the rain go??,neutral
70df03a00f,_apuya hey hey andrew!!! haha! ;P well happy mother`s day to your mum.,happy mother`s day,positive
a02abc9bef,Just realized you can get arrested for public disturbance. oh well i`ll take my chances.,Just realized you can get arrested for public disturbance. oh well i`ll take my chances.,neutral
9b2f24abcf,wants her boo  btw love fhnixon`s posts hilarious!!!!,hilarious!,positive
5725f209c9," yeah, right. What if our politicians start using uploading their pics, lots of inside stories will be out","yeah, right. What if our politicians start using uploading their pics, lots of inside stories will be out",neutral
547321030c,Ugh soooo much work to do today while trying to make the 6:10 train to the game... looking like a 4-5 hour Sunday at the office.,Ugh soooo much work to,negative
c9314caadf, ur leaving me for a week  i know i dont see u everyday but i like the fact that ur in the same city as me,ur leaving me for a week  i know i dont see u everyday but i like the fact that ur in the same city as me,neutral
d2c3710d31,Had a fantastic day with an amazing girl! Just wish Sara didn`t have to go home.  #fb,fantastic,positive
bf04914f83,so....i`m guessing no BGN?,so....i`m guessing no BGN?,neutral
6bfd4874e7, Ow. Okay.  It`s good you`re better now.,s good,positive
fea3c0ce76,_breannarose fuuuuuuck  idk if andy can get youuuu,fuuuuuuck  idk if andy can get youuuu,negative
4372714793,"Peter, the bar owner is working his way up to 1000 beers-all Belgian. Has coffin for drinkers of Mort Subite","Peter, the bar owner is working his way up to 1000 beers-all Belgian. Has coffin for drinkers of Mort Subite",neutral
27810adee5, doesnt look good  we have to go burn some lampions,doesnt look good  we have to go burn some lampions,negative
ef52ec7e13,My mouth hurts. Wish I could cut my head off,hurts.,negative
ec476224c3, bacoor  wahaha may wifi toinks new hair wiih short.. short.. http://plurk.com/p/sveoi,bacoor  wahaha may wifi toinks new hair wiih short.. short,neutral
0b6a76270b,oh and #antiboyle didn`t work out either  never too much of a bad thing eh uk eh,bad,negative
9bfe71fa3f,blogging..it`s my new passion,blogging..it`s my new passion,positive
c960f01621," I`m sorry you aren`t having a good day.  cheer up though, your day doesn`t define you...",I`m sorry you aren`t having a good day.  cheer up,neutral
f804ea3526, No but I just checked and got it LOL. You are ok! I went live for a few minutes and everything is fine.,t LOL. You are ok!,positive
840f5f4810, the trailer has been removed  i have a look and see if i can find it somewhere,the trailer has been removed  i have a look and see if i can find it somewhere,neutral
26702e60d9, i had a dream that u didn`t like me,i had a dream that u didn`t like me,negative
a4191a25c3," yes I am, do you want to meet?","yes I am, do you want to meet?",neutral
ba41490406, make sure you practice your hooping today!,make sure you practice your hooping today!,positive
4c1897aa51,"Ugh, still sick. This Calgary cold has lasted forever.","Ugh, still sick. This Calgary cold has lasted forever.",negative
e3d10351c6," oh, coo; i was suppose to be an intern too!  but dangit, SAT. :| so how`s the intern life? haha","oh, coo; i was suppose to be an intern too!  but dangit, SAT. :| so how`s the intern life? haha",neutral
74713ea6d1, tehe. It was on the 9th,tehe. It was on the 9th,neutral
f247dfd74f, Seeing my friends and doing coursework  I have the weekend off work so I am happy!,m happy,positive
ca57f1f9bb, ha! I know..I`m very ashamed.,.I`m very ashamed.,negative
4c114b964d," I`m all out of life preservers, sorry   But if it`s any consolation, you`re in for something really special tomorrow.","sorry   But if it`s any consolation, you`re in for something really special tomorro",neutral
b27cd21f87," California waiting, every little thing`s gotta be just right ? Putz, adoro essa banda","California waiting, every little thing`s gotta be just right ? Putz, adoro essa banda",neutral
ce7fe55e1c,mmmmm my hair smells guuud.  the wonders of 'pantien' ;D,smells guuud.,positive
9403d28a6a,shopping tomorrow? I think yes,shopping tomorrow? I think yes,neutral
62bf1999ab," Yeah, Sabrina..though I keep thinking it`s something else.  Cary Grant ain`t too shabby either. Bringing up Baby",o shabby,negative
b8a74f424b," #TFARP *takes a moment to translate, then nods* You`re quite welcome.  Also, dear, it`s probably best if you stay here again-",`s probably best,positive
12c4bbf4ec, thanks for the #followfriday,thanks,positive
ef756d02e9, Awww   I told you when I would change it. I suggest you try to get in touch w/ Dre`s people. LOL,Awww,positive
1760ca7893,this goes out to the one n only smirker   cheers dave!  aka jak  aka the best chest ever! ? http://blip.fm/~5jjcc,the be,positive
c193737661," Lol, me too!!","Lol, me too!!",positive
c339569822, thanks :0 I will try,thanks,positive
7f44f10fb7,Colleen really sincerely hopes that  gets better soon.,sincerely hopes that  gets better soon.,positive
6442cd9e0b,Beer pong and dubstep. Good nite,Good nite,positive
32dc2d3da5,I have uncontrolable hic-ups right now that hurt,I have uncontrolable,negative
6ff579128e, can you stop working so i can have someone to play with !,can you stop working so i can have someone to play with !,neutral
2cda933608, no im not going this wknd  sorry it took me forever to respond i just realized twitter isnt txting me ur updates!,sorry,negative
32a95ba694, why do you think so?,why do you think so?,neutral
605b82511d,where did  go???,where did  go???,neutral
840e89f387,_henrie  Can you do a shoutout to holland please ? You got a lot of fans here!,lot of fans,positive
5921285888,watching my baby on snl !  baby you look greaaaaat ;),greaaaaat,positive
cffc40e08d,http://tinyurl.com/d53dmn     mcfly parody by chris moyles ****,http://tinyurl.com/d53dmn     mcfly parody by chris moyles,neutral
860656e5e4, he always brightens up 'the week' ?,always brightens,positive
710d895f75,Happy imma get to see some lovely ladies,Happy imma get to see some lovely ladies,positive
91d4f7cf8f,watching 'Look for a Star' with mom again  lub ah C hehe,watching 'Look for a Star' with mom again  lub ah C hehe,neutral
080c0727a0,oh yah her and angel came and harrassed me and tried to break in my house!! lol  Burgen,harrassed me and tried to break in my house!!,negative
f1c227d162, thnx 4 the follow,thnx,positive
4cfb203834,just finished  Emergency - by Neil Strauss - another great read Neil - congrats   miss you by the way!,just finished  Emergency - by Neil Strauss - another great read Neil - congrats   miss you by the way,neutral
c58cd47886,Not feelin right. Hope the feeling passes. Stupid stomach.,Not feelin right.,negative
c8dfc591ec," I can`t seem to find it, can you send it to me again please  oh and tag it too lol","I can`t seem to find it,",negative
2143ed1be2, Bad times for everyone  Whywhywhy do we have to write essays  No fair!,Bad times for everyone  Whywhywhy do we have to write essays  No fair,negative
03bab4f229," i think in the end, remembering the poetry and feeling behind something is far more important than the name.",e important,positive
34755fc11a, I wish I could still drink it but I had two bad nights with white wine in London and then I was sick for almost a week,sick,negative
45b3a0bf72,"@_josh_thomas are you coming to sydney?! cool, where can i meet you? id love to meet you, you`re my favourite comedian","id love to meet you, you`re my favourite comedian",positive
600ba5fe50,happy mothers` day to all your moms!,happy mothers` day to all your moms!,positive
342fd88176,"_song Glad you had a wondrous Beltaine! Mine was quiet, yet in sync with the season.  Miss you all...","_song Glad you had a wondrous Beltaine! Mine was quiet, yet in sync with the season.  Miss you all...",neutral
5a345a2602," Adem in, adem uit","Adem in, adem uit",neutral
ab7bfb0fca, I don`t have a VCR...,I don`t have a VCR...,neutral
dc368da630, STEPHEN KING FO SHO,STEPHEN KING FO SHO,neutral
2736c303b4,"finally friday , but still grounded till next thursday    -- stereos = life <333",-- stereos = life <33,positive
f6f31ebdcf,No tourney `til next weekend =   http://bit.ly/2xDPf,No tourney `til next weekend,neutral
58746ef932,Mcfly evolution for the 4th time round,Mcfly evolution for the 4th time round,neutral
7bd9d19610,Hanging with  for the weekend,Hanging with  for the weekend,neutral
d71ee3a405,has just joined twitter. reeeally dont understand how to use this lol,has just joined twitter. reeeally dont understand how to use this lol,neutral
39b2a0d81f,omg patron is 1ofmy FAVS   im so jealous icant do 10 but i can do 5 so make it 15  so serious im in alabama visitin fam,im so jealous icant do,negative
48b10eaac4,Have decided I just can`t stand `s Alltop spam any longer.,I just can`t stand,negative
7f029099aa, You are very welcome. You deserve #followfriday every day!,deserve,positive
554111fb7e,Oh man sold out  had to step away from my desk for 10 min!  you were right,Oh man sold out  had to step away from my desk for 10 min!  you were right,neutral
dd7bd93286,HAPPY MOTHER`S DAY to ALL MOM`S HERE and to YOUR MOMS too,HAPPY,positive
26bf7718ce,wow the weather is amazing today!,wow the weather is amazing today!,positive
564abc387f," how fun!! I like the beach, but I tend to get really dark fast.","! I like the beach,",positive
98c0376ba8, bahah that would be really funny she would be really cut haha,bahah that would be really funny she would be really cut haha,positive
00f1209e69,"Really mad at myself for forgetting about the May 24 deadline for the 40,000 mile award trips to South America on ",mad,negative
1623f53b04, i lurveeeeee you,i lurveeeeee you,positive
82b963f61b,"So proud of cg, took 5 yrs in the making to get that number 1 spot  gnight twitter bugs...time to read myself to sleep.","So proud of cg, took 5 yrs in the making to get that number 1 spot  gnight twitter bugs...time to read myself to sleep.",neutral
569a07134c, hey you! Did you get my present this morning? Hope u liked it?,hey you! Did you get my present this morning? Hope u liked it?,neutral
1b6620a5f6,"  SAimee 26 july, Underage festival 2 August, i found some others but they were too far away","SAimee 26 july, Underage festival 2 August, i found some others but they were too far away",neutral
8f1d4e2353,"http://bit.ly/UnRyF  I want this, but...","I want this, but...",neutral
cd5f10b26f,Has been rejected,rejected,negative
a4ba644bf3,"Finally the school day ended, Friday Friday Friday w00t! But it`s raining outside.","Finally the school day ended, Friday Friday Friday w00t! But it`s raining outside.",neutral
e45abf6e61, http://twitpic.com/4t4jv - No joke my puppy Maddie looks EXACTLY like  Maui!!!  she`s so cute!!,so cut,positive
07a7620f1e,The kids were awesome today! They loved the face painting!,awesome,positive
500d5b1751,Almost time to say Good Bye to my twimulations. I`ll miss my tweeps,I`ll miss my tweeps,negative
620ba822f6, hey arthur! i forgot to say thanks for the flag... it is proudly displayed on my bedroom door! you are a witty one,proudly,positive
c44a0beb42,"Downloaded EeeControl for my Eee PC today. Was playing with the settings to make the fan kick in at 1500RPM if above 55C, 0RPM if under..","Downloaded EeeControl for my Eee PC today. Was playing with the settings to make the fan kick in at 1500RPM if above 55C, 0RPM if under..",neutral
9c45d72579, congrats mollie! just wish i could have got some tickets,congrats mollie! just wish i could have got some tickets,neutral
68f79be259, Right here! Army Wife in Germany! I can`t STAND that I cannot be there this summer!,! I can`t STAND that I cannot be there this summer!,negative
b1c2b4b9d5,Oh no  I wanted to go to sea but today the sun is not here!  SIGH!,today the sun is not here!,negative
52b498118d," it`s a good mix of developers, content developers, providers and venture folks",it`s a good mix,positive
711f06235e, is it done?,is it done?,neutral
eb3c1f7bcd,my deep fry drumsticks were not as good as i thought they would be,not as good,negative
46c81cdf91, awesome run report!   Did you see the bald eagle on the lighthouse?  That was their hangout when I last ran Discovery Park.,awesome,positive
4afd15e6c5, lol. thanks babe!,lol. thanks babe!,positive
46eb0ef934,This weather is awful! I just want to curl up and read a book all day,This weather is awful!,negative
2a19100ada,_lipz I don`t know  I haven`t heard from Lorraine recently.,_lipz I don`t know  I haven`t heard from Lorraine recently.,neutral
dd215a071a,Is going to sleep. Good night everyone!!,Good,positive
2fbb56c292,_and_jay hi!  **** your job!,and_jay hi!  **** your job!,negative
f365f7240f, what you laughing at over there  got strawberries?,what you laughing at over there  got strawberries?,neutral
276b5e7bbc,I`m cooking meatballs for lunch  yaaayyy ...,yaaayyy ...,positive
04413661b7, No tango icons in this revision.,No tango icons in this revision.,neutral
d30dd55d4e,does anyone know where I can watch the prison break tv movie? It`s not on itunes,does anyone know where I can watch the prison break tv movie? It`s not on itunes,neutral
29ffd15818," she`s in LA, wanting sun today... but apparently LA isn`t cooperating",A isn`t cooperating,negative
55cf77c815,sittin on d bed about 2 fall asleep,sittin on d bed about 2 fall asleep,neutral
b8a9ed984f,Watch Jay Leno tonite!!!  It`s his last day as the Tonight Show Host,Watch Jay Leno tonite!!!  It`s his last day as the Tonight Show Host,neutral
f165439003,responding to more questions at Thou Shall Blog! I appreciate this community.,appreciate,positive
872bee8ec8,: I knowww yur mother is being a **** and she doesn`t want to take me to the movies  ****,****,negative
739e3b18bc,Learned a lesson the hard way. Lost my USB stick and backup was a month old,Learned a lesson the hard way.,negative
c70c2e2336,michael scholfield is no more. He is dead. I am sorry,sorry,negative
aeb40d23ce,http://bit.ly/Wl9yL  i want to go here,http://bit.ly/Wl9yL  i want to go here,neutral
7c89f0e906, I will be ok when I have been to the drs again today and got my essay done  x howre you?? x,I will be ok when I have been to the drs again today and got my essay done  x howre you?? x,neutral
db1be9d601,is going to forgo Pub Night with the wife tonight. Tough week for both of us and neither is really up for it. Plus our neighbor died,Tough week for both of us and neither is really up for it. Plus our neighbor died,negative
c94e19633a, i love youuuuu nick santino! thirteen dayssss,i love youuuuu,positive
e4ca3bccbc,"Cant believe Venus lost. A real shame. Smh. I think im getting sick  Had such a **** week, doesnt look like the wknd is gona be better!","Cant believe Venus lost. A real shame. Smh. I think im getting sick  Had such a **** week, doesnt look like the wknd is gona be better!",negative
a1d7825499,sittin at home watchin monster in-law waitin for pizza.. yum yum,yum,positive
1674a3565d,I hope I get the job so I can have some steady income and start eating well again. All the cheap food is horrible for you,I hope I get the job so I can have some steady income and start eating well again. All the cheap food is horrible for you,neutral
a64b492f72, I WISH I could be in bed by nine once in a while. I never make it in before 3-4 a.m.  #sleepdeprived. Doing too much.,I WISH I could be in bed by nine once in a while. I never make it in before 3-4 a.m.  #sleepdeprived. Doing too much.,neutral
cf7af90416,seriously. increasingly good nights. stoked on life! couldn`t be happier  #goodnight,seriously. increasingly good nights. stoked on life! couldn`t be happier  #goodnight,positive
2094697870,Spent the night finally relaxing with Nogard on WoW after finishing some work Needed to take a small break from art. I really missed this,I really missed this,negative
6ea71f26b2," i`m hear ya dude, i can`t either","i`m hear ya dude, i can`t either",neutral
2c08b3b456," Sorry about the weather, hopefully you`re not in the 2-3 hour wx delays here in BWI","Sorry about the weather, hopefully you`re not in the 2-3 hour wx delays here in BWI",negative
e3e652972d,Supernatural was good as  Loved it.,Supernatural was good as  Loved it.,positive
b8fa9e7e2b," Sorry, that was a bit negative!","Sorry, that was a bit negative!",negative
67b743557d, yes I do! Because he is going to the marines to protect & serve and leaving me!,yes I do! Because he is going to the marines to protect & serve and leaving me!,neutral
e6d368a306," school trip to Phuket Thailand, I was 12 while living in Singapore","school trip to Phuket Thailand, I was 12 while living in Singapore",neutral
e70a7914b5, so what cereal do you usually like?,so what cereal do you usually like?,neutral
2bdcb46ef4, haha  cute. ps thanks for the reply made my day haha,haha  cute. ps thanks,positive
a48dbc37c7,I slept at 2am yesterday,I slept at 2am yesterday,neutral
0a96158ea3,Now have an unpleasant talk w/n-laws 2 look 4ward 2....,unpleasant,negative
